round,client_id,is_malicious,l2_norm
16,3,False,0.49082152545560015
16,4,False,0.5167730469509008
16,5,False,0.626075794814793
16,6,False,0.5278164712883732
16,7,False,0.5789643706613835
16,8,True,5.075176100365212
16,9,True,4.903764058395744
17,0,False,0.4620929942660577
17,1,False,0.4764864361278548
17,2,False,0.6477081839461099
17,3,False,0.47071679924653687
17,4,False,0.5703093522241807
17,5,False,0.46582436931477844
17,6,False,0.5758943807724547
17,7,False,0.5430970579663518
17,8,True,5.160840525585478
17,9,True,5.1898093684661415
18,0,False,0.4807127382742366
18,1,False,0.5467643320889248
18,2,False,0.49270099117955324
18,3,False,0.44646365417396516
18,4,False,0.4433237455408229
18,5,False,0.5303552750633271
18,6,False,0.6147454753846261
18,7,False,0.5295994968144063
18,8,True,5.17034041847253
18,9,True,5.2714565349006355
19,0,False,0.5983601045024095
19,1,False,0.5331629500818313
19,2,False,0.4953443661499758
19,3,False,0.5863773226035933
19,4,False,0.5457253863076968
19,5,False,0.6121453595197596
19,6,False,0.5309940662333144
19,7,False,0.44653185809677
19,8,True,4.857960200188584
19,9,True,5.612731983057812
20,0,False,0.6234199432469978
20,1,False,0.509228847203044
20,2,False,0.49700876073184075
20,3,False,0.6076866575345321
20,4,False,0.45357725907739077
20,5,False,0.4663163788626504
20,6,False,0.5585996076813426
20,7,False,0.49632369262842463
20,8,True,5.1987195333199825
20,9,True,5.159139275368872
